2022-06-03 09:56:14.664 +07:00 [WRN] Username : string1
2022-06-03 09:56:14.749 +07:00 [ERR] Email : string
2022-06-03 09:56:24.238 +07:00 [WRN] Username : string1
2022-06-03 09:56:24.238 +07:00 [ERR] Email : string1
2022-06-03 09:56:34.091 +07:00 [WRN] Username : string2
2022-06-03 09:56:34.091 +07:00 [ERR] Email : string2
